pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,eta_FF,eta_SI,eta_FC,eta_CH,eta_FS,eta_CU,eta_SL,eta_ST,eta_SV,entity_id
SI,2025-08-19,94.4,-2.21,5.74,"De los Santos, Yerry",677592,660787,,called_strike,,,,,9,Everson Pereira walks. Christopher Morel to 3rd. Wild pitch by pitcher Yerry De los Santos. Christopher Morel to 3rd.,R,R,R,TB,NYY,S,,,3,1,2025,1.57,0.47,0.54,1.94,,666624.0,,2,8,Bot,,,,,,,10.614757758780152,-137.08328947639072,-5.246787589569783,-22.095278987966733,27.37915568622588,-25.286422495812232,3.44,1.58,,,,94.5,2140.0,6.2,776677,700250,502671,665862,676609,683011,691176,641355,642708,54.28,,,,,,,,76,5,Sinker,2,12,2,12,12,2,2,12,Standard,Standard,241.0,0.0,-0.058,,,,0.058,,-10,-10,0.0,0.0,27,24,28,24,1,3,,,,,2.08,1.57,1.57,,,,,,,0.986,0.975,,0.878,,,0.23,,,660787
SI,2025-08-19,95.4,-2.22,5.92,"De los Santos, Yerry",673490,660787,,called_strike,,,,,5,Ha-Seong Kim flies out to right fielder Amed Rosario.,R,R,R,TB,NYY,S,,,0,1,2025,1.56,0.49,-0.1,2.69,,,,1,8,Bot,,,,,,,9.044708498166395,-138.623332323611,-3.929204948747109,-22.09622031731296,30.514458246764253,-25.178438960221097,3.37,1.53,,,,95.3,2142.0,6.3,776677,700250,502671,665862,676609,683011,691176,641355,642708,54.22,,,,,,,,74,2,Sinker,2,12,2,12,12,2,2,12,Standard,Standard,234.0,0.0,-0.052,,,,0.052,,-10,-10,0.0,0.0,27,29,28,30,1,3,,,,,2.02,1.56,1.56,,,,,,,0.986,0.975,,0.878,,,0.23,,,660787
SI,2025-08-19,95.8,2.03,6.0,"Sánchez, Cristopher",663728,650911,,called_strike,,,,,7,Cal Raleigh strikes out swinging.,R,R,L,PHI,SEA,S,,,0,1,2025,1.56,0.22,-0.51,2.06,,,,1,1,Top,,,,,,,-10.289121138894746,-139.15095595456253,-5.369103830643514,22.470550751810023,29.111701277604517,-28.30004624500455,3.64,1.68,,,,96.7,2144.0,6.8,776680,592663,547180,681082,664761,607208,669016,664056,592206,53.74,,,,,,,,2,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,118.0,0.0,-0.052,,,,0.052,,0,0,0.522,0.478,28,28,29,29,1,0,,,,,2.26,1.56,-1.56,,,,,,,,0.924,,0.836,,,0.233,,,650911
SI,2025-08-19,88.7,2.7,4.15,"Poulin, PJ",665742,676571,,called_strike,,,,,9,Juan Soto flies out sharply to center fielder Jacob Young.,R,L,L,WSH,NYM,S,,,1,0,2025,1.56,0.18,0.5,2.02,,620443.0,,2,8,Top,,,,,,,-8.582710481932958,-128.95877519535284,0.4665098916288714,19.2335458493515,26.689845111331227,-30.48282233974008,3.18,1.55,,,,88.2,2163.0,6.0,776678,656180,665953,657557,691781,682928,695578,696285,686611,54.51,,,,,,,,61,2,Sinker,0,7,7,0,7,0,7,0,Standard,Standard,102.0,0.0,-0.044,,,,0.044,,-7,7,0.003,0.997,28,26,29,27,1,4,,,,,2.72,1.56,1.56,,,,,,,0.963,,,0.983,,,,0.316,,676571
CH,2025-08-19,87.4,1.11,5.89,"Rodriguez, Eduardo",677587,593958,strikeout,swinging_strike,,,,,14,Brayan Rocchio strikes out swinging.,R,R,L,AZ,CLE,S,2.0,,1,2,2025,1.56,0.47,0.85,1.7,,681807.0,666134.0,2,2,Top,,,,,,,-3.870626599656684,-127.23376854941829,-4.925780069918177,17.678743927999236,26.787351475135324,-26.25194705259957,3.12,1.38,,,,87.8,2079.0,6.6,776672,645444,656976,606466,677942,672695,664983,677950,682998,53.9,,0.0,0.0,1.0,0.0,0.0,,11,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,132.0,0.045,-0.187,73.2,8.1,,0.187,,0,0,0.505,0.495,32,24,32,24,1,0,,,,,2.52,1.56,-1.56,,20.05261043345469,-22.780277392682905,28.471997508967917,43.56052341424557,40.325694448258304,0.804,0.783,0.611,0.868,,0.47500000000000003,0.32299999999999995,,,593958
CH,2025-08-19,86.3,2.02,5.84,"Sánchez, Cristopher",664238,650911,strikeout,swinging_strike,,,,,13,Dylan Moore strikes out swinging.,R,R,L,PHI,SEA,S,2.0,,2,2,2025,1.56,-0.09,-0.15,0.97,,641487.0,,0,3,Top,,,,,,,-8.430794208184935,-125.36028720569053,-5.184467521551392,18.165365963981905,25.67828932505858,-32.250433373896705,3.45,1.56,,,,87.1,2121.0,6.9,776680,592663,547180,681082,664761,607208,669016,664056,592206,53.61,,0.0,0.0,1.0,0.0,0.0,,17,5,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,112.0,0.049,-0.272,67.7,8.7,,0.272,,1,-1,0.546,0.454,28,32,29,33,1,0,,,,,3.17,1.56,-1.56,,31.813458159389963,-47.83336468643102,41.65176743594208,38.37783716675529,51.92645072600643,,0.924,,0.836,,,0.233,,,650911
CH,2025-08-19,84.9,2.13,5.82,"Sánchez, Cristopher",641598,650911,,swinging_strike,,,,,14,Mitch Garver strikes out swinging.,R,R,L,PHI,SEA,S,,,0,1,2025,1.55,-0.04,0.84,2.4,,,553993.0,1,2,Top,,,,,,,-6.208845196314364,-123.53456084989038,-1.606213908667558,17.12566131137302,24.49289845650704,-32.483727777781425,3.51,1.62,,,,86.0,2052.0,7.0,776680,592663,547180,681082,664761,607208,669016,664056,592206,53.5,,,,,,,,11,2,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,104.0,0.0,-0.048,70.8,8.2,,0.048,,1,-1,0.605,0.395,28,34,29,34,1,0,,,,,3.2,1.55,-1.55,,23.79433189970988,-35.52959303606456,28.89544521627193,46.67660065405576,52.20056753540399,,0.924,,0.836,,,0.233,,,650911
SI,2025-08-19,97.9,-0.86,5.95,"Cabrera, Edward",676475,665795,,called_strike,,,,,7,"Alec Burleson grounds out, second baseman Xavier Edwards to first baseman Eric Wagaman.",R,L,R,MIA,STL,S,,,0,0,2025,1.55,0.9,-0.54,1.86,,,671056.0,2,2,Top,,,,,,,4.432792790055056,-142.3326800530148,-7.597910151789643,-22.01514402934962,34.749378970913824,-18.377596863774222,3.63,1.66,,,,97.8,2463.0,6.4,776686,682663,676572,669364,691185,672640,681715,805300,687859,54.07,,,,,,,,15,1,Sinker,0,3,3,0,3,0,3,0,Infield shade,Standard,223.0,-0.007,-0.045,,,,0.045,,-3,3,0.227,0.773,27,26,27,27,2,1,,,,,1.5,1.55,-1.55,,,,,,,0.917,0.8790000000000001,,0.929,,0.767,0.21600000000000003,,,665795
SI,2025-08-19,94.8,1.57,5.08,"Cleavinger, Garrett",676609,664076,,called_strike,,,,,8,"José Caballero grounds out, shortstop Ha-Seong Kim to first baseman Bob Seymour.",R,R,L,TB,NYY,S,,,0,0,2025,1.55,0.61,0.22,1.74,,683011.0,,0,7,Top,,,,,,,-6.914041317861869,-137.90957799583376,-4.431772622037517,21.35915177821737,29.802626037638728,-23.581218378230226,3.14,1.43,,,,94.0,2450.0,5.8,776677,663743,676044,656484,691406,673490,802415,677592,663968,54.7,,,,,,,,61,1,Sinker,2,12,12,2,12,2,12,2,Infield shade,Standard,128.0,0.0,-0.047,,,,0.047,,-10,10,0.001,0.999,31,28,31,29,1,3,,,,,1.92,1.55,-1.55,,,,,,,0.917,0.851,0.311,,,,0.35700000000000004,0.6859999999999999,,664076
CH,2025-08-19,86.4,1.11,5.92,"Rodriguez, Eduardo",677587,593958,,swinging_strike,,,,,14,Brayan Rocchio strikes out swinging.,R,R,L,AZ,CLE,S,,,0,0,2025,1.55,0.6,1.05,0.81,,681807.0,666134.0,2,2,Top,,,,,,,-3.3119287446257557,-125.5940323783822,-7.195117791146796,17.024573347864084,25.71584527753819,-24.51192456581337,3.12,1.38,,,,86.6,1971.0,6.5,776672,645444,656976,606466,677942,672695,664983,677950,682998,53.99,,,,,,,,11,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,133.0,0.0,-0.047,69.8,9.0,,0.047,,0,0,0.505,0.495,32,24,32,24,1,0,,,,,2.46,1.55,-1.55,,29.274965097297542,-39.565910050871175,36.88899194379152,45.544237557319065,53.1670483759234,0.804,0.783,0.611,0.868,,0.47500000000000003,0.32299999999999995,,,593958
CH,2025-08-19,87.3,2.03,5.84,"Sánchez, Cristopher",593871,650911,strikeout,swinging_strike,,,,,14,Jorge Polanco strikes out swinging.,R,R,L,PHI,SEA,S,2.0,,1,2,2025,1.55,-0.23,0.65,0.86,,553993.0,,2,6,Top,,,,,,,-6.583219842793013,-126.87189021977872,-5.346581406794337,18.04943080919968,28.33771402251536,-33.618759535809964,3.31,1.61,,,,87.9,2081.0,6.9,776680,592663,547180,681082,664761,607208,669016,664056,592206,53.58,,0.0,0.0,1.0,0.0,0.0,,47,4,Changeup,4,1,1,4,1,4,1,4,Standard,Standard,101.0,0.028,-0.205,70.8,8.1,,0.205,,3,-3,0.89,0.11,28,31,29,32,3,2,,,,,3.25,1.55,-1.55,,23.092379431215505,-27.64430779947951,38.87973732162744,41.89485852410277,43.75338676675878,,0.924,,0.836,,,0.233,,,650911
SI,2025-08-19,93.6,-2.48,4.55,"Ryan, Joe",695391,657746,,called_strike,,,,,8,Brett Harris out on a sacrifice fly to second baseman Luke Keaschall. Tyler Soderstrom scores. Lawrence Butler to 3rd.,R,R,R,MIN,ATH,S,,,2,0,2025,1.55,0.6,0.12,1.49,691016.0,671732.0,687231.0,1,4,Top,,,,,,,10.248238047987485,-135.85629852451484,-3.479283535696979,-21.46727945240922,30.41988845467579,-24.092130442722382,3.4,1.61,,,,94.6,2106.0,7.0,776674,680777,665019,807712,668904,686797,668885,621439,670242,53.47,,,,,,,,30,3,Sinker,1,2,2,1,2,1,2,1,Standard,Standard,231.0,0.0,-0.007,,,,0.007,,-1,1,0.276,0.724,29,27,29,27,2,1,,,,,2.01,1.55,1.55,,,,,,,0.968,0.953,,,0.792,0.73,0.336,0.64,,657746
CH,2025-08-19,87.6,2.11,5.92,"Sánchez, Cristopher",593871,650911,strikeout,swinging_strike,,,,,14,Jorge Polanco strikes out swinging.,R,R,L,PHI,SEA,S,2.0,,1,2,2025,1.54,-0.03,1.13,1.67,,,553993.0,2,2,Top,,,,,,,-5.616563754169544,-127.42311066293703,-4.106297085575772,17.881552038492277,26.055290288048575,-31.820280661026608,3.31,1.61,,,,88.7,2090.0,7.0,776680,592663,547180,681082,664761,607208,669016,664056,592206,53.49,,0.0,0.0,1.0,0.0,0.0,,12,4,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,106.0,0.025,-0.178,68.6,7.6,,0.178,,1,-1,0.635,0.365,28,31,29,32,1,0,,,,,3.0,1.54,-1.54,,14.058486682087295,-11.582949813929964,33.040967547707105,49.11316686598262,37.10149041234529,,0.924,,0.836,,,0.233,,,650911
CH,2025-08-19,85.9,3.0,5.65,"Pilkington, Konnor",624413,663455,strikeout,swinging_strike,,,,,12,Pete Alonso strikes out swinging.,R,R,L,WSH,NYM,S,2.0,,0,2,2025,1.54,0.23,1.67,3.08,,,607043.0,0,7,Top,,,,,,,-6.2961257257878085,-124.97853775911442,-0.3311690400453165,17.425747634762967,23.491194216167443,-29.845452264016533,3.53,1.65,,,,86.5,1650.0,6.5,776678,656180,665953,657557,691781,682928,695578,696285,686611,53.98,,0.0,0.0,1.0,0.0,0.0,,51,3,Changeup,0,7,7,0,7,0,7,0,Standard,Standard,110.0,0.001,-0.154,57.0,6.2,,0.154,88.0,-7,7,0.006,0.994,27,30,28,31,1,3,,,,,2.84,1.54,-1.54,,-1.5256612224502295,40.06728170662017,20.52649805116315,53.90869616085723,0.3434052301771682,0.958,,,0.888,,,0.111,,,663455
SI,2025-08-19,94.9,1.94,5.68,"Matz, Steven",702616,571927,,called_strike,,,,,8,Jackson Holliday hit by pitch.,R,L,L,BOS,BAL,S,,,0,0,2025,1.54,0.95,-0.21,2.14,,,,2,6,Top,,,,,,,-9.113038338256748,-137.76204425508118,-5.703273886835511,21.67530435347934,32.733697789839326,-18.94527842884881,3.44,1.56,,,,95.0,2165.0,6.6,776684,657136,647351,663853,608324,596115,807799,680776,701350,53.89,,,,,,,,48,1,Sinker,1,3,3,1,3,1,3,1,Standard,Strategic,123.0,0.0,-0.045,,,,0.045,,-2,2,0.24,0.76,34,21,34,22,1,3,,,,,1.61,1.54,1.54,,,,,,,,0.9940000000000001,,0.818,,0.8079999999999999,0.371,,,571927
SI,2025-08-19,91.3,1.9,6.21,"Peterson, David",695578,656849,,swinging_strike,,,,,9,James Wood called out on strikes.,R,L,L,WSH,NYM,S,,,0,1,2025,1.53,0.73,0.33,2.17,,,,0,1,Bot,,,,,,,-7.371952380907266,-132.57733056175178,-5.8695383869013575,19.586015484959816,30.33531433941173,-22.504807003350155,3.84,1.78,,,,92.5,2194.0,7.3,776678,620443,624413,643446,683146,596019,607043,656775,665742,53.21,,,,,,,,5,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,147.0,0.0,-0.054,85.5,8.3,,0.054,,0,0,0.547,0.547,29,22,30,23,1,0,,,,,2.04,1.53,1.53,,18.66002725264396,-4.011187639288284,39.1962217217026,36.1600306183519,34.91881001559955,0.726,0.758,,0.927,,0.693,0.177,,,656849
CH,2025-08-19,84.7,2.07,5.87,"Seymour, Ian",665862,693855,,called_strike,,,,,9,Jazz Chisholm Jr. strikes out swinging.,R,L,L,TB,NYY,S,,,1,0,2025,1.53,0.55,0.42,1.61,,,,2,4,Top,,,,,,,-6.875175128883793,-123.2446145849878,-4.734121904651022,16.97339833014826,22.213851189098964,-25.81090634565595,3.73,1.72,,,,84.7,1809.0,6.1,776677,663743,650490,664040,691406,673490,802415,677592,663968,54.44,,,,,,,,40,2,Changeup,2,10,10,2,10,2,10,2,Infield shade,Standard,123.0,0.0,-0.056,,,,0.056,,-8,8,0.017,0.983,26,27,27,27,1,2,,,,,2.6,1.53,1.53,,,,,,,0.9420000000000001,,0.484,0.981,,,,0.337,,693855
CH,2025-08-19,84.7,-1.3,5.97,"Woodruff, Brandon",664023,605540,strikeout,swinging_strike,,,,,7,Ian Happ strikes out swinging.,R,L,R,CHC,MIL,S,2.0,,0,2,2025,1.53,0.58,-0.67,1.75,683737.0,,,2,2,Bot,,,,,,,4.545990496785426,-123.27709509271472,-4.691342071844732,-16.533496731839225,24.51035454237516,-25.537784254645583,3.62,1.67,,,,85.0,1798.0,6.5,776676,643376,683734,668930,702332,687401,592885,686217,686555,54.01,,0.0,0.0,1.0,0.0,0.0,,22,3,Changeup,2,1,2,1,1,2,2,1,Strategic,Standard,227.0,-0.034,-0.166,71.7,7.7,,0.166,,1,1,0.651,0.651,32,30,32,31,2,1,,,,,2.6,1.53,-1.53,,24.61141890968714,-24.78318241191655,34.161673188040425,44.06757095821712,43.36427647788199,0.875,0.8740000000000001,0.6729999999999999,0.8240000000000001,,0.525,,,,605540
SI,2025-08-19,95.4,1.86,5.96,"Sánchez, Cristopher",593871,650911,,called_strike,,,,,8,Jorge Polanco strikes out swinging.,R,R,L,PHI,SEA,S,,,0,0,2025,1.53,0.18,0.24,1.97,,,,2,4,Top,,,,,,,-7.784247151071075,-138.60312190098017,-5.286878132751071,21.47729214535775,31.592350168385195,-28.81715680355964,3.31,1.61,,,,96.2,2035.0,6.9,776680,592663,547180,681082,664761,607208,669016,664056,592206,53.63,,,,,,,,31,1,Sinker,3,1,1,3,1,3,1,3,Standard,Standard,120.0,0.0,-0.045,,,,0.045,,2,-2,0.782,0.218,28,31,29,32,2,1,,,,,2.34,1.53,-1.53,,,,,,,,0.924,,0.836,,,0.233,,,650911
SI,2025-08-19,93.4,-2.0,5.21,"Buehler, Walker",681297,621111,,called_strike,,,,,9,Colton Cowser walks.,R,L,R,BOS,BAL,S,,,1,0,2025,1.53,0.8,0.43,1.59,,,,0,2,Top,,,,,,,9.657301841457466,-135.65253393407937,-5.30307673321037,-20.97593691358695,30.78193826872498,-21.286915716119108,3.4,1.55,,,,93.6,2022.0,6.6,776684,657136,647351,663853,608324,596115,807799,680776,701350,53.91,,,,,,,,10,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,224.0,0.0,-0.049,,,,0.049,,0,0,0.5,0.5,30,25,31,25,1,0,,,,,1.83,1.53,-1.53,,,,,,,0.913,0.89,0.5810000000000001,0.9470000000000001,,0.9390000000000001,0.452,0.638,,621111
SI,2025-08-19,96.8,-1.98,5.95,"Seymour, Carson",578428,693313,strikeout,called_strike,,,,,6,Jose Iglesias called out on strikes.,R,R,R,SD,SF,S,2.0,,3,2,2025,1.53,0.56,0.4,2.13,,,,0,6,Bot,,,,,,,9.872575334059126,-140.43462618946634,-5.853437758279601,-22.536848719800226,35.02640693171543,-23.539161032384783,3.25,1.41,,,,96.6,2273.0,6.6,776667,672275,642086,666149,669477,683766,671218,808982,687551,53.92,,0.0,0.0,1.0,0.0,0.0,,50,6,Sinker,4,1,4,1,1,4,4,1,Standard,Standard,226.0,-0.007,-0.349,,,,0.349,,3,3,0.918,0.918,26,35,27,35,1,2,,,,,1.91,1.53,1.53,,,,,,,0.8370000000000001,0.7490000000000001,0.429,,,0.6729999999999999,0.564,,,693313
CH,2025-08-19,82.0,-1.37,5.51,"Whitlock, Garrett",666185,676477,,swinging_strike,,,,,8,"Dylan Carlson grounds out, first baseman Abraham Toro to pitcher Garrett Whitlock. Jeremiah Jackson to 3rd.",R,L,R,BOS,BAL,S,,,1,1,2025,1.53,-0.06,-0.17,1.98,,669236.0,,0,11,Top,,,,,,,5.77985748143576,-119.27912681565176,-1.2750665258271583,-15.74971097660077,23.79381724410641,-32.6888021155777,3.51,1.67,,,,83.2,2211.0,7.2,776684,657136,647351,663853,608324,596115,680776,678882,701350,53.32,,,,,,,,88,3,Changeup,3,3,3,3,3,3,3,3,Infield shade,Standard,268.0,0.0,-0.083,50.2,6.7,,0.083,,0,0,0.5,0.5,29,26,29,27,1,4,,,,,3.46,1.53,-1.53,,4.992428954823945,-8.185880498645496,24.48775926317639,38.580728197414885,30.283498396188623,,0.9940000000000001,,0.86,,,0.541,0.6509999999999999,,676477
CH,2025-08-19,94.4,-1.04,6.03,"Cabrera, Edward",686780,665795,strikeout,swinging_strike,,,,,13,Pedro Pagés strikes out swinging. Masyn Winn scores. Thomas Saggese to 3rd. Pedro Pagés to 1st. Passed ball by catcher Agustín Ramírez.,R,R,R,MIA,STL,S,,,2,2,2025,1.52,0.57,-1.35,2.15,691026.0,695336.0,,1,5,Top,,,,,,,2.571711377493923,-137.44335244801195,-5.747412885257653,-19.818678225988485,29.358826218463285,-23.934067646859376,3.22,1.5,,,,95.1,1939.0,6.6,776686,682663,676572,669364,691185,672640,681715,805300,687859,53.9,,0.0,0.7,1.0,0.0,0.0,,41,6,Changeup,2,4,4,2,5,2,5,2,Strategic,Standard,232.0,-0.054,0.49,75.9,7.3,,-0.49,,-2,2,0.174,0.826,27,26,27,27,3,2,,,,,1.98,1.52,1.52,,14.883666915557846,-17.762659362709893,35.23153877259427,23.563757213092984,36.96616369533966,0.917,0.8790000000000001,,0.929,,0.767,0.21600000000000003,,,665795
SI,2025-08-19,92.2,2.14,6.15,"Peterson, David",665953,656849,,swinging_strike,,,,,14,Andrés Chaparro walks.,R,R,L,WSH,NYM,S,,,2,1,2025,1.52,0.76,1.38,2.49,686611.0,,,0,8,Bot,,,,,,,-5.351509306343186,-134.1244478496036,-5.178431046835056,19.510070764796,30.785855054495304,-22.00028982928978,3.43,1.62,,,,93.5,2214.0,7.2,776678,620443,624413,643446,683146,596019,607043,656775,665742,53.29,,,,,,,,63,4,Sinker,0,7,0,7,7,0,0,7,Standard,Standard,142.0,0.0,-0.059,70.2,6.5,,0.059,,-7,-7,0.009,0.009,29,26,30,26,3,2,,,,,1.93,1.52,-1.52,,-6.231385703006998,19.094147333544893,33.25182154515816,53.21949082187438,10.729324566205651,0.726,0.758,,0.927,,0.693,0.177,,,656849
CH,2025-08-19,96.1,-1.03,6.23,"Cabrera, Edward",669357,665795,strikeout,swinging_strike,,,,,13,Nolan Gorman strikes out swinging.,R,L,R,MIA,STL,S,2.0,,0,2,2025,1.52,0.5,-0.73,1.26,,671056.0,575929.0,2,1,Top,,,,,,,4.26024751999129,-139.72738574372005,-8.71417676692258,-20.91615994982857,32.533843930373514,-23.869437281481503,3.46,1.56,,,,96.3,1900.0,6.5,776686,682663,676572,669364,691185,672640,681715,805300,687859,53.95,,0.0,0.0,1.0,0.0,0.0,,6,3,Changeup,0,1,1,0,1,0,1,0,Strategic,Standard,229.0,0.038,-0.165,73.1,8.2,,0.165,,-1,1,0.404,0.596,27,25,27,25,1,0,,,,,1.98,1.52,-1.52,,13.82941081201539,1.0205921724063958,36.41930801453752,50.091711858691255,31.59516873963431,0.917,0.8790000000000001,,0.929,,0.767,0.21600000000000003,,,665795
SI,2025-08-19,97.2,-0.97,6.05,"Cabrera, Edward",575929,665795,,swinging_strike,,,,,1,Willson Contreras singles on a ground ball to right fielder Troy Johnston.,R,R,R,MIA,STL,S,,,2,1,2025,1.52,1.02,-0.34,3.11,,,,0,3,Top,,,,,,,5.191740225912923,-141.40022687568305,-4.653183752072701,-21.6099953611225,35.33592887837691,-17.633042791034015,3.6,1.62,,,,97.1,2469.0,6.5,776686,682663,676572,669364,691185,672640,681715,805300,687859,54.01,,,,,,,,19,4,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,222.0,0.0,-0.073,68.1,6.1,,0.073,,-3,3,0.195,0.805,27,33,27,33,2,1,,,,,1.41,1.52,1.52,,-12.389853107234172,37.62848311123594,34.33232903914011,36.85348094057625,2.960898607751764,0.917,0.8790000000000001,,0.929,,0.767,0.21600000000000003,,,665795
CH,2025-08-19,94.6,-1.06,6.09,"Cabrera, Edward",701675,665795,,called_strike,,,,,9,"Nathan Church strikes out swinging, catcher Agustín Ramírez to first baseman Eric Wagaman.",R,L,R,MIA,STL,S,,,0,0,2025,1.52,0.34,0.63,1.83,695336.0,,686780.0,2,3,Top,,,,,,,7.828824193405694,-137.49304087431543,-6.18918243666163,-21.02535236271993,31.88029126276636,-26.57017176299481,3.24,1.55,,,,94.7,1703.0,6.5,776686,682663,676572,669364,691185,672640,681715,805300,687859,53.96,,,,,,,,24,1,Changeup,0,4,4,0,4,0,4,0,Standard,Standard,233.0,0.0,-0.032,,,,0.032,,-4,4,0.131,0.869,27,24,27,25,2,1,,,,,2.22,1.52,-1.52,,,,,,,0.917,0.8790000000000001,,0.929,,0.767,0.21600000000000003,,,665795
SI,2025-08-19,90.2,2.92,4.29,"Backhus, Kyle",680757,679775,,called_strike,,,,,5,Steven Kwan walks. Austin Hedges to 2nd.,R,L,L,AZ,CLE,S,,,3,1,2025,1.51,0.24,-0.11,2.43,677587.0,,595978.0,2,8,Top,,,,,,,-10.8731148960064,-130.90964103737247,0.8679054719159607,19.602827268403903,26.819387699410147,-29.796342506004255,3.18,1.52,,,,91.5,2337.0,7.1,776672,645444,656976,606466,677942,672695,664983,677950,682998,53.36,,,,,,,,69,5,Sinker,6,5,5,6,5,6,5,6,Standard,Standard,104.0,0.0,-0.065,,,,0.065,,1,-1,0.752,0.248,27,27,27,28,1,4,,,,,2.57,1.51,1.51,,,,,,,,0.958,,0.986,,,,0.47500000000000003,,679775
CH,2025-08-19,89.7,-1.12,5.56,"Patrick, Chad",683357,694477,,swinging_strike,,,,,13,Owen Caissie lines out to left fielder Isaac Collins.,R,L,R,CHC,MIL,S,,,0,0,2025,1.51,0.22,-0.23,1.06,,,,1,3,Bot,,,,,,,5.402591826931406,-130.50717005392943,-5.585140605020152,-18.442482047870705,28.35341717527398,-28.65646104111105,3.49,1.6,,,,89.4,2183.0,6.2,776691,661388,683734,668930,702332,687401,686555,663604,686217,54.3,,,,,,,,27,1,Changeup,5,0,5,0,0,5,5,0,Strategic,Standard,232.0,0.0,-0.039,77.3,7.6,,0.039,,5,5,0.934,0.934,26,22,27,23,2,1,,,,,2.62,1.51,-1.51,,10.031163495446892,-4.785178707666869,41.30679507837251,41.66056500883222,33.72612120700221,0.914,0.853,0.374,0.728,,,0.40299999999999997,,,694477
SI,2025-08-19,94.7,1.81,5.66,"Matz, Steven",683002,571927,,called_strike,,,,,9,Gunnar Henderson strikes out swinging.,R,L,L,BOS,BAL,S,,,0,1,2025,1.51,1.0,0.5,1.93,,,,0,7,Top,,,,,,,-6.804419058929665,-137.68423837343155,-6.280658263277755,20.749368765803386,31.424472874307057,-18.22102680748865,3.65,1.86,,,,94.8,2153.0,6.5,776684,657136,647351,663853,608324,596115,807799,680776,701350,54.02,,,,,,,,53,2,Sinker,1,3,3,1,3,1,3,1,Infield shade,Standard,125.0,0.0,-0.054,,,,0.054,,-2,2,0.176,0.824,34,24,34,24,1,3,,,,,1.55,1.51,1.51,,,,,,,,0.9940000000000001,,0.818,,0.8079999999999999,0.371,,,571927
SI,2025-08-19,95.1,2.03,6.01,"Sánchez, Cristopher",677594,650911,,called_strike,,,,,9,Julio Rodríguez called out on strikes.,R,R,L,PHI,SEA,S,,,1,0,2025,1.5,0.35,0.8,2.01,,,,2,1,Top,,,,,,,-6.64355587350747,-138.24121631927028,-5.66117479856959,20.66823328944897,31.2108265850077,-26.58558027412858,3.45,1.59,,,,95.6,2069.0,6.7,776680,592663,547180,681082,664761,607208,669016,664056,592206,53.82,,,,,,,,3,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,118.0,0.0,-0.056,,,,0.056,,0,0,0.537,0.463,28,24,29,25,1,0,,,,,2.18,1.5,-1.5,,,,,,,,0.924,,0.836,,,0.233,,,650911
